productId,baseName,variantName,description,category,basePrice
OIQ-2998,LEAD METAL FOIL 99.8% AR 500 gm,,,Lab Chem and Reagents,2100
OIQ-2999,LEAD METAL GRANULAR 99.5% 500 gm,,,Lab Chem and Reagents,1000
OIQ-3000,LEAD METAL POWDER 99.5% Extra Pure 500 gm,,,Lab Chem and Reagents,1000
OIQ-3001,LEAD METAL SHOTS 500 gm,,,Lab Chem and Reagents,1050
OIQ-3002,LEAD ACETATE Trihydrate 99% Extra Pure 500 gm,,,Lab Chem and Reagents,700
OIQ-3003,LEAD ACETATE Trihydrate 99.5% AR 500 gm,,,Lab Chem and Reagents,800
OIQ-3004,LEAD ACETATE INDICATOR PAPERS 100 lvs,,,Lab Chem and Reagents,120
OIQ-3005,LEAD ACETATE INDICATOR PAPERS 200 lvs,,,Lab Chem and Reagents,210
OIQ-3006,LEAD BORATE 500 gm,,,Lab Chem and Reagents,1400
OIQ-3007,LEAD BROMIDE 99% (For Synthesis) 250 gm,,,Lab Chem and Reagents,1100
OIQ-3008,LEAD BROMIDE 99% (For Synthesis) 500 gm,,,Lab Chem and Reagents,1700
OIQ-3009,LEAD CARBONATE 98% Extra Pure 500 gm,,,Lab Chem and Reagents,950
OIQ-3010,LEAD CARBONATE 99% AR 250 gm,,,Lab Chem and Reagents,2800
OIQ-3011,LEAD (II) CHLORIDE (Anhydrous) 98% (For Synthesis) 500 gm,,,Lab Chem and Reagents,800
OIQ-3012,LEAD CHROMATE 98% Extra Pure 500 gm,,,Lab Chem and Reagents,1000
OIQ-3013,LEAD CHROMATE 99% AR 100 gm,,,Lab Chem and Reagents,500
OIQ-3014,LEAD CHROMATE 99% AR 250 gm,,,Lab Chem and Reagents,900
OIQ-3015,LEAD DIOXIDE 95% Extra Pure 250 gm,,,Lab Chem and Reagents,1100
OIQ-3016,LEAD DIOXIDE 95% Extra Pure 500 gm,,,Lab Chem and Reagents,1800
OIQ-3017,LEAD DIOXIDE 97% AR 250 gm,,,Lab Chem and Reagents,2200
OIQ-3018,LEAD IODIDE 25 gm,,,Lab Chem and Reagents,4000
OIQ-3019,LEAD IODIDE 100 gm,,,Lab Chem and Reagents,15600
OIQ-3020,LEAD MONOXIDE (Litharge) 99% Extra Pure 500 gm,,,Lab Chem and Reagents,750
OIQ-3021,LEAD MONOXIDE (Litharge) 99.9% AR 250 gm,,,Lab Chem and Reagents,2200
OIQ-3022,LEAD NITRATE 99% Extra Pure 500 gm,,,Lab Chem and Reagents,630
OIQ-3023,LEAD NITRATE 99.5% AR 500 gm,,,Lab Chem and Reagents,740
OIQ-3024,LEAD NITRATE 0.01M (0.02N) STANDARDIZED SOLUTION 500 ml,,,Lab Chem and Reagents,450
OIQ-3025,LEAD NITRATE 0.01M (0.02N) STANDARDIZED SOLUTION 1 Ltr.,,,Lab Chem and Reagents,800
OIQ-3026,LEAD NITRATE 0.5M (1N) STANDARDIZED SOLUTION 500 ml,,,Lab Chem and Reagents,450
OIQ-3027,LEAD NITRATE 0.5M (1N) STANDARDIZED SOLUTION 1 Ltr.,,,Lab Chem and Reagents,800
OIQ-3028,LEAD OXALATE 99% 500 gm,,,Lab Chem and Reagents,1600
OIQ-3029,LEAD OXIDE RED 95% Extra Pure 500 gm,,,Lab Chem and Reagents,970
OIQ-3030,LEAD STEARATE Extra Pure 500 gm,,,Lab Chem and Reagents,640
OIQ-3031,LEAD SULPHIDE Extra Pure 250 gm,,,Lab Chem and Reagents,1900
OIQ-3032,LEAD SULPHIDE Extra Pure 500 gm,,,Lab Chem and Reagents,3300
OIQ-3033,LEAD PHOSPHATE 98% 500 gm,,,Lab Chem and Reagents,1300
OIQ-3034,LEAD SUB ACETATE Basic (Anhydrous) 99% Extra Pure 500 gm,,,Lab Chem and Reagents,700
OIQ-3035,LEAD SUB ACETATE Basic (Anhydrous) 99% Extra Pure 2.5 kg,,,Lab Chem and Reagents,3500
OIQ-3036,LEAD SUB ACETATE Basic (Anhydrous) 99% Extra Pure 5 kg,,,Lab Chem and Reagents,6500
OIQ-3037,LEAD SULPHATE 98.5% Pure 500 gm,,,Lab Chem and Reagents,840
OIQ-3038,LEAD TETRA ACETATE 95% AR 100 gm,,,Lab Chem and Reagents,2800
OIQ-3039,LEAD TETRA ACETATE 95% AR 500 gm,,,Lab Chem and Reagents,11500
OIQ-3040,LEAD THIOCYANATE 98% AR 25 gm,,,Lab Chem and Reagents,600
OIQ-3041,LEAD THIOCYANATE 98% AR 100 gm,,,Lab Chem and Reagents,1500
OIQ-3042,LEISHMAN'S STAIN (For Microscopy) 25 gm,,,Lab Chem and Reagents,600
OIQ-3043,LEISHMAN'S STAIN (For Microscopy) 100 gm,,,Lab Chem and Reagents,2200
OIQ-3044,LEISHMAN'S STAIN (For Microscopy) 1 kg,,,Lab Chem and Reagents,19500
OIQ-3045,LEISHMAN'S STAINING SOLUTION 125 ml,,,Lab Chem and Reagents,160
OIQ-3046,LEISHMAN'S STAINING SOLUTION 500 ml,,,Lab Chem and Reagents,450
OIQ-3047,DL-LEUCINE 5 gm,,,Lab Chem and Reagents,1000
OIQ-3048,DL-LEUCINE 25 gm,,,Lab Chem and Reagents,3800
OIQ-3049,L-LEUCINE 99+% (For Biochemistry) 25 gm,,,Lab Chem and Reagents,300
OIQ-3050,L-LEUCINE 99+% (For Biochemistry) 100 gm,,,Lab Chem and Reagents,900
OIQ-3051,L-ISO-LEUCINE 99% (For Biochemistry) 5 gm,,,Lab Chem and Reagents,120
OIQ-3052,L-ISO-LEUCINE 99% (For Biochemistry) 25 gm,,,Lab Chem and Reagents,450
OIQ-3053,L-ISO-LEUCINE 99% (For Biochemistry) 100 gm,,,Lab Chem and Reagents,1500
OIQ-3054,DL-ISO-LEUCINE 99% (For Biochemistry) 10 gm,,,Lab Chem and Reagents,2200
OIQ-3055,DL-ISO-LEUCINE 99% (For Biochemistry) 25 gm,,,Lab Chem and Reagents,4800
OIQ-3056,DL-NOR-LEUCINE 99+% (For Biochemistry) 10 gm,,,Lab Chem and Reagents,2100
OIQ-3057,DL-NOR-LEUCINE 99+% (For Biochemistry) 25 gm,,,Lab Chem and Reagents,4800
OIQ-3058,LIGHT GREEN (For Microscopy) (C.I.NO.42095) 25 gm,,,Lab Chem and Reagents,1600
OIQ-3059,LIGHT GREEN (For Microscopy) (C.I.NO.42095) 100 gm,,,Lab Chem and Reagents,5600
OIQ-3060,LIGHT GREEN SOLUTION 0.1% (For Microscopy) 125 ml,,,Lab Chem and Reagents,140
OIQ-3061,LIGHT GREEN SOLUTION 0.1% (For Microscopy) 500 ml,,,Lab Chem and Reagents,400
OIQ-3062,LIME WATER SATURATED SOLUTION 500 ml,,,Lab Chem and Reagents,120
OIQ-3063,LIME WATER SATURATED SOLUTION 5 Ltr.,,,Lab Chem and Reagents,840
OIQ-3064,LIPASE (From Aspergillus Niger) 25 gm,,,Lab Chem and Reagents,400
OIQ-3065,LIPASE (From Aspergillus Niger) 100 gm,,,Lab Chem and Reagents,1300
OIQ-3066,LISSAMINE GREEN (C.I.NO.44090) 25 gm,,,Lab Chem and Reagents,580
OIQ-3067,LISSAMINE GREEN (C.I.NO.44090) 100 gm,,,Lab Chem and Reagents,2280
OIQ-3068,LITHIUM METAL 99% Extra Pure (Coated) 25 gm,,,Lab Chem and Reagents,4000
OIQ-3069,LITHIUM METAL 99% Extra Pure (Coated) 100 gm,,,Lab Chem and Reagents,15400
OIQ-3070,LITHIUM AAS STANDARD SOLUTION 1000 mg/Ltr Li In Diluted HNO3 100 ml,,,Lab Chem and Reagents,1800
OIQ-3071,LITHIUM AAS STANDARD SOLUTION 1000 mg/Ltr Li In Diluted HNO3 500 ml,,,Lab Chem and Reagents,3000
OIQ-3072,LITHIUM ACETATE Dihydrate 99% Extra Pure 100 gm,,,Lab Chem and Reagents,1800
OIQ-3073,LITHIUM ACETATE Dihydrate 99% Extra Pure 250 gm,,,Lab Chem and Reagents,3600
OIQ-3074,LITHIUM ACETATE Dihydrate 99% AR 100 gm,,,Lab Chem and Reagents,2100
OIQ-3075,LITHIUM ACETATE Dihydrate 99% AR 250 gm,,,Lab Chem and Reagents,3800
OIQ-3076,LITHIUM ALUMINIUM HYDRIDE 96% (For Synthesis) 25 gm,,,Lab Chem and Reagents,4300
OIQ-3077,LITHIUM ALUMINIUM HYDRIDE 96% (For Synthesis) 100 gm,,,Lab Chem and Reagents,16000
OIQ-3078,LITHIUM BROMIDE (Anhydrous) 99% Extra Pure 250 gm,,,Lab Chem and Reagents,4200
OIQ-3079,LITHIUM BROMIDE (Anhydrous) 99% Extra Pure 500 gm,,,Lab Chem and Reagents,8000
OIQ-3080,LITHIUM CARBONATE 98% Extra Pure 100 gm,,,Lab Chem and Reagents,2100
OIQ-3081,LITHIUM CARBONATE 98% Extra Pure 250 gm,,,Lab Chem and Reagents,4000
OIQ-3082,LITHIUM CARBONATE 99% AR 100 gm,,,Lab Chem and Reagents,2200
OIQ-3083,LITHIUM CARBONATE 99% AR 250 gm,,,Lab Chem and Reagents,4300
OIQ-3084,LITHIUM CHLORIDE (Anhydrous) 98% Extra Pure 100 gm,,,Lab Chem and Reagents,2200
OIQ-3085,LITHIUM CHLORIDE (Anhydrous) 98% Extra Pure 250 gm,,,Lab Chem and Reagents,4500
OIQ-3086,LITHIUM CHLORIDE (Anhydrous) 98% Extra Pure 500 gm,,,Lab Chem and Reagents,8800
OIQ-3087,LITHIUM CHLORIDE (Anhydrous) 99% AR 100 gm,,,Lab Chem and Reagents,2300
OIQ-3088,LITHIUM CHLORIDE (Anhydrous) 99% AR 250 gm,,,Lab Chem and Reagents,5100
OIQ-3089,LITHIUM CHLORIDE 1M SOLUTION IN ACETIC ACID 250 ml,,,Lab Chem and Reagents,1300
OIQ-3090,LITHIUM CHLORIDE 1M SOLUTION IN ETHANOL 250 ml,,,Lab Chem and Reagents,1500
OIQ-3091,tri-LITHIUM CITRATE Tetrahydrate 99% AR 100 gm,,,Lab Chem and Reagents,1800
OIQ-3092,tri-LITHIUM CITRATE Tetrahydrate 99% AR 250 gm,,,Lab Chem and Reagents,3600
OIQ-3093,LITHIUM FLUORIDE 98% Extra Pure 100 gm,,,Lab Chem and Reagents,3200
OIQ-3094,LITHIUM FLUORIDE 98% Extra Pure 250 gm,,,Lab Chem and Reagents,7700
OIQ-3095,LITHIUM HYDROXIDE (Monohydrate) 99% Extra Pure 250 gm,,,Lab Chem and Reagents,6500
OIQ-3096,LITHIUM HYDROXIDE (Monohydrate) 99% Extra Pure 500 gm,,,Lab Chem and Reagents,12000
OIQ-3097,LITHIUM HYDROXIDE (Monohydrate) 99.5% AR 100 gm,,,Lab Chem and Reagents,3000
OIQ-3098,LITHIUM HYDROXIDE (Monohydrate) 99.5% AR 500 gm,,,Lab Chem and Reagents,13000
OIQ-3099,LITHIUM LACTATE 98% (For Synthesis) 100 gm,,,Lab Chem and Reagents,1900
OIQ-3100,LITHIUM LACTATE 98% (For Synthesis) 250 gm,,,Lab Chem and Reagents,3800
OIQ-3101,LITHIUM LACTATE 98% (For Synthesis) 500 gm,,,Lab Chem and Reagents,7000
OIQ-3102,LITHIUM METABORATE (Anhydrous) 99% AR 100 gm,,,Lab Chem and Reagents,3500
OIQ-3103,LITHIUM METABORATE (Anhydrous) 99% AR 250 gm,,,Lab Chem and Reagents,8000
OIQ-3104,LITHIUM METABORATE (Dihydrate) 99% AR 100 gm,,,Lab Chem and Reagents,4500
OIQ-3105,LITHIUM METABORATE (Dihydrate) 99% AR 250 gm,,,Lab Chem and Reagents,9000
OIQ-3106,LITHIUM NITRATE 97% Extra Pure 100 gm,,,Lab Chem and Reagents,1900
OIQ-3107,LITHIUM NITRATE 97% Extra Pure 250 gm,,,Lab Chem and Reagents,3800
OIQ-3108,LITHIUM NITRATE 97% Extra Pure 500 gm,,,Lab Chem and Reagents,7000
OIQ-3109,LITHIUM NITRATE 98% AR 500 gm,,,Lab Chem and Reagents,7300
OIQ-3110,LITHIUM OXALATE 99% Extra Pure 100 gm,,,Lab Chem and Reagents,1000
OIQ-3111,LITHIUM OXALATE 99% Extra Pure 500 gm,,,Lab Chem and Reagents,4400
OIQ-3112,LITHIUM PERCHLORATE Trihydrate 99% AR 25 gm,,,Lab Chem and Reagents,2550
OIQ-3113,LITHIUM PERCHLORATE Trihydrate 99% AR 100 gm,,,Lab Chem and Reagents,8200
OIQ-3114,LITHIUM SULPHATE (Monohydrate) 98% (Extra Pure) 250 gm,,,Lab Chem and Reagents,4600
OIQ-3115,LITHIUM SULPHATE (Monohydrate) 98% (Extra Pure) 500 gm,,,Lab Chem and Reagents,8900
OIQ-3116,LITHIUM SULPHATE (Monohydrate) 99% AR 100 gm,,,Lab Chem and Reagents,2500
OIQ-3117,LITHIUM SULPHATE (Monohydrate) 99% AR 250 gm,,,Lab Chem and Reagents,4800
OIQ-3118,di-LITHIUM TETRABORATE 98% AR 100 gm,,,Lab Chem and Reagents,2600
OIQ-3119,di-LITHIUM TETRABORATE 98% AR 500 gm,,,Lab Chem and Reagents,11000
OIQ-3120,LITMUS INDICATOR (Extra Pure) (pH Indicator) (pH 5.0-8.0 Red to Blue) 10 gm,,,Lab Chem and Reagents,340
OIQ-3121,LITMUS INDICATOR (Extra Pure) (pH Indicator) (pH 5.0-8.0 Red to Blue) 25 gm,,,Lab Chem and Reagents,740
OIQ-3122,LITMUS INDICATOR (Extra Pure) (pH Indicator) (pH 5.0-8.0 Red to Blue) 100 gm,,,Lab Chem and Reagents,2600
OIQ-3123,LITMUS INDICATOR (Extra Pure) (pH Indicator) (pH 5.0-8.0 Red to Blue) 500 gm,,,Lab Chem and Reagents,9000
OIQ-3124,LITMUS BLUE INDICATOR PAPERS 100 lvs,,,Lab Chem and Reagents,160
OIQ-3125,LITMUS BLUE INDICATOR PAPERS 200 lvs,,,Lab Chem and Reagents,290
OIQ-3126,LITMUS BLUE INDICATOR SOLUTION 125 ml,,,Lab Chem and Reagents,165
OIQ-3127,LITMUS BLUE INDICATOR SOLUTION 500 ml,,,Lab Chem and Reagents,400
OIQ-3128,LITMUS RED INDICATOR PAPERS 100 lvs,,,Lab Chem and Reagents,160
OIQ-3129,LITMUS RED INDICATOR PAPERS 200 lvs,,,Lab Chem and Reagents,290
OIQ-3130,LITMUS RED INDICATOR SOLUTION 125 ml,,,Lab Chem and Reagents,165
OIQ-3131,LITMUS RED INDICATOR SOLUTION 500 ml,,,Lab Chem and Reagents,400
OIQ-3132,LIVER EXTRACT POWDER (For Bacteriology) 500 gm,,,Lab Chem and Reagents,1600
OIQ-3133,LUCAS REAGENT SOLUTION 125 ml,,,Lab Chem and Reagents,250
OIQ-3134,LUCAS REAGENT SOLUTION 500 ml,,,Lab Chem and Reagents,750
OIQ-3135,L-LYSINE MONOHYDROCHLORIDE 98.5%  (For Synthesis) 100 gm,,,Lab Chem and Reagents,330
OIQ-3136,L-LYSINE MONOHYDROCHLORIDE 98.5%  (For Synthesis) 500 gm,,,Lab Chem and Reagents,1200
OIQ-3137,LYSOL (Cresol and Soap Solution) 500 ml,,,Lab Chem and Reagents,600
OIQ-3138,LYSOL (Cresol and Soap Solution) 5 Ltr.,,,Lab Chem and Reagents,5300
OIQ-3139,MAGNESIUM AAS STANDARD SOLUTION 1000 ± 2 mg/Ltr. Mg In Diluted HNO³ 100 ml,,,Lab Chem and Reagents,1800
OIQ-3140,MAGNESIUM AAS STANDARD SOLUTION 1000 ± 2 mg/Ltr. Mg In Diluted HNO³ 500 ml,,,Lab Chem and Reagents,3000
OIQ-3141,MAGNESIUM METAL POWDER 99% Extra Pure 100 gm,,,Lab Chem and Reagents,730
OIQ-3142,MAGNESIUM METAL POWDER 99% Extra Pure 500 gm,,,Lab Chem and Reagents,3200
OIQ-3143,MAGNESIUM METAL RIBBON 99.5% Extra Pure 25 gm,,,Lab Chem and Reagents,400
OIQ-3144,MAGNESIUM METAL TURNINGS 99% Extra Pure 250 gm,,,Lab Chem and Reagents,1000
OIQ-3145,MAGNESIUM METAL TURNINGS 99% Extra Pure 500 gm,,,Lab Chem and Reagents,1900
OIQ-3146,MAGNESIUM ACETATE Tetrahydrate 98% Extra Pure 500 gm,,,Lab Chem and Reagents,1100
OIQ-3147,MAGNESIUM ACETATE Tetrahydrate 98% AR 250 gm,,,Lab Chem and Reagents,1200
OIQ-3148, MAGNESIUM BROMIDE Hexahydrate 99% Extra Pure 500 gm,,,Lab Chem and Reagents,2200
OIQ-3149,MAGNESIUM CARBONATE HEAVY 500 gm,,,Lab Chem and Reagents,950
OIQ-3150,MAGNESIUM CARBONATE BASIC LIGHT Extra Pure 250 gm,,,Lab Chem and Reagents,640
OIQ-3151,MAGNESIUM CARBONATE BASIC LIGHT Extra Pure 500 gm,,,Lab Chem and Reagents,1100
OIQ-3152,MAGNESIUM CARBONATE BASIC LIGHT AR 500 gm,,,Lab Chem and Reagents,1400
OIQ-3153,MAGNESIUM CHLORIDE Hexahydrate 98% Extra Pure 500 gm,,,Lab Chem and Reagents,260
OIQ-3154,MAGNESIUM CHLORIDE Hexahydrate 98% Extra Pure 5 kg,,,Lab Chem and Reagents,1800
OIQ-3155,MAGNESIUM CHLORIDE Hexahydrate 99% AR 500 gm,,,Lab Chem and Reagents,340
OIQ-3156,MAGNESIUM CHLORIDE 0.5M SOLUTION 500 ml,,,Lab Chem and Reagents,260
OIQ-3157,MAGNESIUM CHLORIDE 0.5M SOLUTION 2.5 Ltr.,,,Lab Chem and Reagents,650
OIQ-3158,MAGNESIUM CHLORIDE 1M SOLUTION 500 ml,,,Lab Chem and Reagents,280
OIQ-3159,MAGNESIUM CHLORIDE 1M SOLUTION 2.5 Ltr.,,,Lab Chem and Reagents,680
OIQ-3160,MAGNESIUM CITRATE Hydrate 98% Extra Pure 500 gm,,,Lab Chem and Reagents,940
OIQ-3161,MAGNESIUM FLUORIDE 98% Extra Pure 500 gm,,,Lab Chem and Reagents,940
OIQ-3162,MAGNESIUM HYDROXIDE 95% Extra Pure 500 gm,,,Lab Chem and Reagents,400
OIQ-3163,MAGNESIUM IODIDE 98% AR 100 gm,,,Lab Chem and Reagents,6500
OIQ-3164,MAGNESIUM IODIDE 98% AR 250 gm,,,Lab Chem and Reagents,15500
OIQ-3165,MAGNESIUM NITRATE Hexahydrate 98% Extra Pure 500 gm,,,Lab Chem and Reagents,300
OIQ-3166,MAGNESIUM NITRATE Hexahydrate 99% AR 500 gm,,,Lab Chem and Reagents,370
OIQ-3167,MAGNESIUM OXIDE HEAVY 98% Extra Pure 500 gm,,,Lab Chem and Reagents,1460
OIQ-3168,MAGNESIUM OXIDE LIGHT 96% Extra Pure 500 gm,,,Lab Chem and Reagents,1100
OIQ-3169,MAGNESIUM PERCHLORATE Hydrate 99% AR 100 gm,,,Lab Chem and Reagents,2300
OIQ-3170,MAGNESIUM PERCHLORATE Hydrate 99% AR 250 gm,,,Lab Chem and Reagents,5200
OIQ-3171,MAGNESIUM PHOSPHATE DIBASIC Trihydrate 98% Extra Pure 500 gm,,,Lab Chem and Reagents,1400
OIQ-3172,MAGNESIUM STEARATE PRECIPITATED Extra Pure 500 gm,,,Lab Chem and Reagents,500
OIQ-3173,MAGNESIUM SULPHATE Heptahydrate 99%  Extra Pure 500 gm,,,Lab Chem and Reagents,230
OIQ-3174,MAGNESIUM SULPHATE Heptahydrate 99%  Extra Pure 5 kg,,,Lab Chem and Reagents,1500
OIQ-3175,MAGNESIUM SULPHATE Heptahydrate 99.5% AR 500 gm,,,Lab Chem and Reagents,300
OIQ-3176,MAGNESIUM SULPHATE DRIED 98.5% Extra Pure 500 gm,,,Lab Chem and Reagents,450
OIQ-3177,MAGNESIUM SULPHATE 0.1M SOLUTION 500 ml,,,Lab Chem and Reagents,180
OIQ-3178,MAGNESIUM SULPHATE 0.1M SOLUTION 2.5 Ltr.,,,Lab Chem and Reagents,500
OIQ-3179,MAGNESIUM SULPHATE 0.5M SOLUTION 500 ml,,,Lab Chem and Reagents,200
OIQ-3180,MAGNESIUM SULPHATE 0.5M SOLUTION 2.5 Ltr.,,,Lab Chem and Reagents,600
OIQ-3181,MAGNESIUM SULPHATE 1M SOLUTION 500 ml,,,Lab Chem and Reagents,210
OIQ-3182,MAGNESIUM SULPHATE 1M SOLUTION 2.5 Ltr.,,,Lab Chem and Reagents,600
OIQ-3183,MAGNESIUM TRISILICATE Hydrate Extra Pure 500 gm,,,Lab Chem and Reagents,350
OIQ-3184,MAGNESON I AR 25 gm,,,Lab Chem and Reagents,430
OIQ-3185,MAGNESON I AR 100 gm,,,Lab Chem and Reagents,1700
OIQ-3186,MAGNESON II AR (Reagent For Magnesium) 25 gm,,,Lab Chem and Reagents,650
OIQ-3187,MAGNESON II AR (Reagent For Magnesium) 100 gm,,,Lab Chem and Reagents,2200
OIQ-3188,MAGNESON I SOLUTION 100 ml,,,Lab Chem and Reagents,410
OIQ-3189,MAGNESON I SOLUTION 500 ml,,,Lab Chem and Reagents,800
OIQ-3190,MAGNESON II SOLUTION 100 ml,,,Lab Chem and Reagents,450
OIQ-3191,MALACHITE GREEN (For Microscopy) (C.I.NO.42000) 25 gm,,,Lab Chem and Reagents,200
OIQ-3192,MALACHITE GREEN (For Microscopy) (C.I.NO.42000) 100 gm,,,Lab Chem and Reagents,500
OIQ-3193,MALACHITE GREEN (For Microscopy) (C.I.NO.42000) 1 kg,,,Lab Chem and Reagents,3900
OIQ-3194,MALACHITE GREEN INDICATOR SOLUTION 1% 125 ml,,,Lab Chem and Reagents,150
OIQ-3195,MALACHITE GREEN INDICATOR SOLUTION 1% 500 ml,,,Lab Chem and Reagents,450
OIQ-3196,MALEIC ACID 99% (For Synthesis) 500 gm,,,Lab Chem and Reagents,820
OIQ-3197,MALEIC ACID 99.5% AR 100 gm,,,Lab Chem and Reagents,260
OIQ-3198,MALEIC ACID 99.5% AR 500 gm,,,Lab Chem and Reagents,1000
OIQ-3199,MALEIC ANHYDRIDE 99% (Extra Pure) 500 gm,,,Lab Chem and Reagents,490
OIQ-3200,MALEIC HYDRAZIDE 99% (Extra Pure) 100 gm,,,Lab Chem and Reagents,550
OIQ-3201,MALEIC HYDRAZIDE 99% (Extra Pure) 500 gm,,,Lab Chem and Reagents,2400
OIQ-3202,DL-MALIC ACID 99% 500 gm,,,Lab Chem and Reagents,870
OIQ-3203,MALONIC ACID 99% (For Synthesis) 250 gm,,,Lab Chem and Reagents,1100
OIQ-3204,MALONIC ACID 99% (For Synthesis) 500 gm,,,Lab Chem and Reagents,2100
OIQ-3205,MALONIC ACID 99% AR 100 gm,,,Lab Chem and Reagents,600
OIQ-3206,MALONIC ACID 99% AR 250 gm,,,Lab Chem and Reagents,1360
OIQ-3207,MALONIC ACID 99% AR 500 gm,,,Lab Chem and Reagents,2450
OIQ-3208,MALT EXTRACT POWDER (For Bacteriology) 500 gm,,,Lab Chem and Reagents,600
OIQ-3209,MALTO DEXTRINE POWDER 500 gm,,,Lab Chem and Reagents,190
OIQ-3210,MALTOSE (Monohydrate) 92% (For Bacteriology) 100 gm,,,Lab Chem and Reagents,350
OIQ-3211,MALTOSE (Monohydrate) 92% (For Bacteriology) 250 gm,,,Lab Chem and Reagents,800
OIQ-3212,MALTOSE (Monohydrate) 92% (For Bacteriology) 500 gm,,,Lab Chem and Reagents,1500
OIQ-3213,DL-MANDELIC ACID 99% (For Synthesis) 100 gm,,,Lab Chem and Reagents,1160
OIQ-3214,DL-MANDELIC ACID 99% (For Synthesis) 500 gm,,,Lab Chem and Reagents,4900
OIQ-3215,S (+) MANDELIC ACID 99% (For Synthesis) 100 gm,,,Lab Chem and Reagents,2200
OIQ-3216,R (-) MANDELIC ACID 99% (For Synthesis) 100 gm,,,Lab Chem and Reagents,2200
OIQ-3217,MANGANESE AAS STANDARD SOLUTION 1000 ± 2 mg/Ltr Mn In Diluted HNO³ 100 ml,,,Lab Chem and Reagents,1800
OIQ-3218,MANGANESE AAS STANDARD SOLUTION 1000 ± 2 mg/Ltr Mn In Diluted HNO³ 500 ml,,,Lab Chem and Reagents,3000
OIQ-3219,MANGANESE METAL FLAKES 99% Extra Pure 500 gm,,,Lab Chem and Reagents,1400
OIQ-3220,MANGANESE METAL POWDER 99% Extra Pure 250 gm,,,Lab Chem and Reagents,1060
OIQ-3221,MANGANESE ACETATE Tetrahydrate 98.5%Extra Pure 500 gm,,,Lab Chem and Reagents,940
OIQ-3222,MANGANESE ACETATE Tetrahydrate 99% AR 500 gm,,,Lab Chem and Reagents,1100
OIQ-3223,MANGANESE BROMIDE 98% Extra Pure 100 gm,,,Lab Chem and Reagents,1100
OIQ-3224,MANGANESE BROMIDE 98% Extra Pure 500 gm,,,Lab Chem and Reagents,4000
OIQ-3225,MANGANESE CARBONATE Extra Pure 500 gm,,,Lab Chem and Reagents,500
OIQ-3226,MANGANESE CHLORIDE Tetrahydrate 97% Extra Pure 500 gm,,,Lab Chem and Reagents,680
OIQ-3227,MANGANESE CHLORIDE Tetrahydrate 97% Extra Pure 5 kg,,,Lab Chem and Reagents,6500
OIQ-3228,MANGANESE CHLORIDE Tetrahydrate 98% AR 500 gm,,,Lab Chem and Reagents,750
OIQ-3229,MANGANESE DIOXIDE 70% Technical Grade 500 gm,,,Lab Chem and Reagents,250
OIQ-3230,MANGANESE DIOXIDE 80% AR 500 gm,,,Lab Chem and Reagents,650
OIQ-3231,MANGANESE NITRATE SOLUTION 45-50% 500 ml,,,Lab Chem and Reagents,600
OIQ-3232,MANGANESE SULPHATE (Monohydrate) 98% Extra Pure 500 gm,,,Lab Chem and Reagents,500
OIQ-3233,MANGANESE SULPHATE (Monohydrate) 98% Extra Pure 5 kg,,,Lab Chem and Reagents,4500
OIQ-3234,MANGANESE SULPHATE (Monohydrate) 99% AR 500 gm,,,Lab Chem and Reagents,900
OIQ-3235,MANN'S STAIN 100 ml,,,Lab Chem and Reagents,1100
OIQ-3236,D (-) MANNITOL 98% Extra Pure 250 gm,,,Lab Chem and Reagents,900
OIQ-3237,D (-) MANNITOL 98% Extra Pure 500 gm,,,Lab Chem and Reagents,1600
OIQ-3238,D (-) MANNITOL 99% AR 250 gm,,,Lab Chem and Reagents,950
OIQ-3239,D (-) MANNITOL 99% AR 500 gm,,,Lab Chem and Reagents,1700
OIQ-3240,D (+) MANNOSE 99% AR 10 gm,,,Lab Chem and Reagents,420
OIQ-3241,D (+) MANNOSE 99% AR 25 gm,,,Lab Chem and Reagents,950
OIQ-3242,D (+) MANNOSE 99% AR 100 gm,,,Lab Chem and Reagents,3500
OIQ-3243,MARBLE CHIPS 500 gm,,,Lab Chem and Reagents,250
OIQ-3244,MARTIUS YELLOW 96% (C.I. NO.10315) 25 gm,,,Lab Chem and Reagents,2300
OIQ-3245,MARTIUS YELLOW 96% (C.I. NO.10315) 100 gm,,,Lab Chem and Reagents,8000
OIQ-3246,MAY AND GRUNWALD'S STAIN (For Microscopy) 25 gm,,,Lab Chem and Reagents,550
OIQ-3247,MAY AND GRUNWALD'S STAIN (For Microscopy) 100 gm,,,Lab Chem and Reagents,2000
OIQ-3248,MAY AND GRUNWALD'S STAINING SOLUTION 125 ml,,,Lab Chem and Reagents,250
OIQ-3249,MAY AND GRUNWALD'S STAINING SOLUTION 500 ml,,,Lab Chem and Reagents,700
OIQ-3250,MAYER'S SOLUTION 125 ml,,,Lab Chem and Reagents,280
OIQ-3251,MAYER'S SOLUTION 500 ml,,,Lab Chem and Reagents,850
OIQ-3252,MBTH AR 10 gm,,,Lab Chem and Reagents,6500
OIQ-3253,MBTH AR 25 gm,,,Lab Chem and Reagents,14500
OIQ-3254,MEAT EXTRACT PASTE (For Bacteriology) 500 gm,,,Lab Chem and Reagents,1000
OIQ-3255,MEAT EXTRACT POWDER (For Bacteriology) 500 gm,,,Lab Chem and Reagents,1100
